id,username,grade,Exercise M1- 01,Exercise M1- 02,Exercise M1- 03,Exercise M1- 04,Exercise M1- Avg,Exercise M2- 01,Exercise M2- 02,Exercise M2- 03,Exercise M2- 04,Exercise M2- 05,Exercise M2- 06,Exercise M2- 07,Exercise M2- 08,Exercise M2- 09,Exercise M2- 10,Exercise M2- Avg,Exercise M3- 01,Exercise M3- 02,Exercise M3- 03,Exercise M3- 04,Exercise M3- Avg,Exercise M0,Enrollment Track,Verification Status,Certificate Eligible,Certificate Delivered,Certificate Type
22803454,kth_inria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
21771706,NathanViaud,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
3901722,mmontign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
22682062,lucagortana,0.04,0.0,0.0,0.0,0.0,0.0,0.666666666667,0.25,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122916666667,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
17897850,pantale,0.29,0.8125,0.9,0.333333333333,0.4375,0.620833333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,honor,N/A,N,N,N/A
22625649,fdcollin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
16510940,Magali_H,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285714285714,honor,N/A,N,N,N/A
1704490,Sorina,0.2,0.0,0.0,0.0,0.0,0.0,0.777777777778,0.3125,0.9375,0.228571428571,0.25,1.0,0.0,0.0,0.0,0.0,0.350634920635,0.0,0.0,0.0,0.0,0.0,0.928571428571,honor,N/A,N,N,N/A
22579607,ThomasC_,0.68,0.625,0.75,0.333333333333,0.71875,0.606770833333,0.666666666667,0.8125,0.8125,0.885714285714,0.5,1.0,0.6,1.0,0.5,0.0,0.677738095238,0.0,1.0,0.833333333333,0.818181818182,0.662878787879,0.928571428571,honor,N/A,Y,N,N/A
1629264,Roelandtn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
11116342,blaiseli,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285714285714,honor,N/A,N,N,N/A
6372358,EtienneBR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
886614,jmpetit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
22627179,beantunes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
811243,gmounie,0.42,0.25,0.142857142857,0.5,0.0,0.223214285714,0.888888888889,0.6875,1.0,0.657142857143,0.0,1.0,0.8,1.0,0.0,0.0,0.603353174603,1.0,0.0,0.0,0.0,0.25,1.0,honor,N/A,N,N,N/A
22660065,gdurif,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
22660404,afarnudi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
21696002,RonSwanson,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.285714285714,honor,N/A,N,N,N/A
1159782,KarinD,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,honor,N/A,N,N,N/A
9792746,schnorr,0.13,0.5625,0.0,0.0,0.0,0.140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.857142857143,honor,N/A,N,N,N/A
22739188,r1j,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
19622935,fperignon,0.39,0.75,0.0,0.5,0.0,0.3125,0.888888888889,0.875,0.875,0.6,0.0,1.0,0.6,1.0,0.0,0.0,0.583888888889,0.0,0.0,0.666666666667,0.0,0.166666666667,0.714285714286,honor,N/A,N,N,N/A
19541857,afred38,0.24,0.75,0.333333333333,0.5,0.0,0.395833333333,0.777777777778,0.875,0.875,0.657142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.318492063492,0.0,0.0,0.0,0.0,0.0,0.214285714286,honor,N/A,N,N,N/A
19132210,C_Acary,0.14,0.625,0.0,0.0,0.0625,0.171875,0.777777777778,0.15625,0.0,0.0,0.0,1.0,0.6,0.0,0.0,0.0,0.253402777778,0.0,0.0,0.0,0.0,0.0,0.142857142857,honor,N/A,N,N,N/A
22834984,nadgoue,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111111111111,0.0,0.0,0.0277777777778,0.285714285714,honor,N/A,N,N,N/A
154535,msimonin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
22840066,thomas_vuillaume,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
22842825,ludovic-courtes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
23034466,Halima-elhou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
18186328,Jeremie2655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,honor,N/A,N,N,N/A
